Wall time,Step,Value
1622308769.2260346,482,-170.81565856933594
1622308772.2883003,1547,-78.65189361572266
1622308772.4964924,1641,-268.3498840332031
1622308772.9918628,1898,-30.844287872314453
1622308773.2041645,2021,-303.08233642578125
1622308773.8162913,2357,-184.69468688964844
1622308774.6326003,2770,-89.99057006835938
1622308776.3871737,2970,-272.96173095703125
1622308779.2726152,4338,-439.8702087402344
1622308781.732312,5024,-100.89031219482422
1622308783.6914089,5287,-271.5379943847656
1622308785.1560898,5504,-172.611083984375
1622308801.2832644,7461,-234.18710327148438
1622308823.2090018,10042,-268.7657165527344
1622308824.8561246,10258,-330.6820373535156
1622308843.0988472,11841,15.80236530303955
1622308847.4128523,12345,227.2399139404297
1622308851.062928,12810,-70.07121276855469
1622308854.366605,13217,10.8602876663208
1622308866.3753624,14709,-42.53318405151367
1622308877.8179739,16132,-11.954397201538086
1622308887.6568396,17370,-111.98538208007812
1622308900.6816936,19032,-24.153783798217773
1622308912.007288,20312,-44.75109100341797
1622308914.614772,20635,-17.681650161743164
1622308915.6761544,20769,-17.876176834106445
1622308929.6001973,22525,-7.8620147705078125
1622308939.008463,23374,-12.786077499389648
1622308939.9180114,23485,-200.78660583496094
1622308941.4317074,23680,-264.4130859375
1622308942.9290965,23871,48.911033630371094
1622308968.1895337,26685,-96.3313980102539
1622308979.34146,28091,-224.77915954589844
1622308984.0545454,28673,-178.6099090576172
1622308985.6056638,28868,-110.76747131347656
1622308988.6652286,29242,-148.4907989501953
1622308996.7526674,30253,-247.944091796875
1622308999.413051,30597,-51.33418273925781
1622309001.6895397,30895,-248.87583923339844
1622309003.2454078,31097,-267.7557067871094
1622309010.2894235,32009,-93.93017578125
1622309011.1736066,32124,-217.46632385253906
1622309016.3135278,32797,-483.9400939941406
1622309022.9003458,33622,-115.03931427001953
1622309023.5347004,33701,-180.35745239257812
1622309024.49135,33826,-58.92902374267578
1622309038.739801,35413,-279.3948974609375
1622309039.6220198,35526,-262.4314270019531
1622309045.425943,36259,43.57050323486328
1622309047.6452436,36547,-26.850040435791016
1622309048.2440557,36628,-397.9853515625
1622309049.893301,36845,-58.86772918701172
1622309054.3511937,37425,-301.7855529785156
1622309055.7319517,37598,-239.5096893310547
1622309057.28043,37793,-49.86846160888672
1622309061.4151025,38242,-204.5102081298828
1622309064.1402743,38597,-124.31300354003906
1622309071.1233237,39446,-56.157447814941406
1622309091.749345,41988,6.112431526184082
1622309092.3697119,42067,-9.336358070373535
1622309110.9794044,44379,-171.0111541748047
1622309111.7268877,44472,-100.42579650878906
1622309113.8448875,44731,243.84828186035156
1622309130.0994942,46709,-158.722412109375
1622309139.6946127,47764,-130.66778564453125
1622309151.941546,49222,-103.91648864746094
1622309156.572069,49793,-67.28873443603516
1622309159.9405143,50202,-22.983509063720703
1622309176.111314,51970,-38.44530487060547
1622309178.6886218,52281,-127.85946655273438
1622309199.174111,54680,-73.65660095214844
1622309201.601795,54967,-162.64883422851562
1622309205.3512383,55398,123.24092864990234
1622309222.148043,57355,-177.69285583496094
1622309226.633552,57928,-4.732407093048096
1622309234.85096,58896,-104.82865142822266
1622309236.653129,59124,-134.29763793945312
1622309237.615036,59245,-55.22846603393555
1622309241.0335827,59682,-218.392578125
1622309272.3027222,63294,-117.34310150146484
1622309273.0804358,63393,-51.33292770385742
1622309286.808596,64679,-95.6207504272461
1622309287.9912956,64825,-158.52272033691406
1622309306.1592023,66897,88.6162338256836
1622309308.036523,67133,-106.69001770019531
1622309329.3147893,69360,21.733659744262695
1622309337.530413,70400,-53.63232421875
1622309338.1894126,70483,-88.64448547363281
1622309339.1777024,70605,-57.63619613647461
1622309340.3370087,70749,-2.549710750579834
1622309373.7702258,74715,-202.54307556152344
1622309382.8912532,75864,-50.245758056640625
1622309395.0101633,77282,270.26751708984375
1622309396.539075,77473,-62.50617599487305
1622309404.5347264,78464,236.60650634765625
1622309407.9160912,78906,-78.11705017089844
1622309413.061694,79525,-60.114810943603516
1622309442.2388678,82964,298.3203125
1622309454.644791,84433,160.55320739746094
1622309455.407804,84528,-54.06957244873047
1622309493.5529516,88991,24.903532028198242
1622309494.5861666,89119,-70.04121398925781
1622309496.7582564,89386,-250.22096252441406
1622309507.2198575,90641,-33.679927825927734
1622309507.8493974,90719,41.39187240600586
1622309512.4272463,91262,-267.1764831542969
1622309518.1417859,91955,-220.6896514892578
1622309520.4739292,92243,-128.7991485595703
1622309532.5781057,93633,-487.0935363769531
1622309545.4203358,95089,-112.55841827392578
1622309551.1407747,95770,-427.97027587890625
1622309554.5037706,96176,-98.68566131591797
1622309566.3536496,97431,-153.4307403564453
1622309582.408611,99224,-167.9197998046875
1622309583.5707242,99364,-79.65123748779297
1622309590.8950794,100238,-86.32953643798828
1622309592.0894587,100381,-195.85060119628906
1622309607.7911184,102129,-196.13270568847656
1622309609.295806,102311,-122.92562103271484
1622309624.5359292,104012,-282.2299499511719
1622309641.2020257,106041,-210.58815002441406
1622309642.615481,106212,-293.0885314941406
1622309644.523416,106340,-89.1749267578125
1622309645.5354624,106463,-147.26068115234375
1622309646.0839815,106532,-74.87609100341797
1622309648.3149796,106812,-248.55905151367188
1622309648.8066323,106874,-113.12052917480469
1622309649.3626654,106944,-223.1073760986328
1622309668.2597537,109231,-93.23735046386719
1622309669.4978092,109383,-127.35768127441406
1622309674.2995796,109945,-125.83950805664062
1622309675.1646845,110050,-58.25327682495117
1622309677.6228187,110345,152.2093048095703
1622309679.7487147,110617,-91.05610656738281
1622309683.7561007,111131,-89.02182006835938
1622309685.856805,111394,-158.9560089111328
1622309689.5296092,111841,-154.4812774658203
1622309692.1190414,112154,-86.90251922607422
1622309704.577082,113549,-101.16764068603516
1622309728.361221,116097,-16.51034164428711
1622309742.38038,117619,-123.58551788330078
1622309759.596609,119581,205.4510040283203
1622309779.6874983,121798,-12.282919883728027
1622309823.4065468,126550,-65.63871765136719
1622309825.334016,126780,-298.9703369140625
1622309849.7563536,129466,-66.09065246582031
1622309860.5707202,130639,-59.53189468383789
1622309864.651627,131118,-108.53900909423828
1622309872.563712,132017,-139.32017517089844
1622309881.0161433,132945,-226.15284729003906
1622309902.663336,135379,-167.46011352539062
1622309913.1266835,136588,212.94583129882812
1622309933.2410474,138793,-60.994083404541016
1622309933.943472,138878,-31.357009887695312
1622309961.1276944,141885,-148.7607879638672
1622309965.679502,142382,-119.2005386352539
1622309977.078452,143626,169.3102264404297
1622309978.8955626,143838,-36.77118682861328
1622309979.9552417,143961,-8.180683135986328
1622309989.9618092,145081,-193.21585083007812
1622310001.2999792,146340,-77.84200286865234
1622310010.9374628,147468,-88.20145416259766
1622310012.6551933,147665,-91.44854736328125
1622310021.842608,148710,-214.66871643066406
1622310025.5512161,149129,-60.08601379394531
1622310031.1387541,149760,-24.938926696777344
1622310046.105619,151327,-14.125618934631348
1622310049.67593,151731,-134.8416748046875
1622310063.8974483,153318,-95.88815307617188
1622310069.2006416,153913,-177.84927368164062
1622310083.6269825,155510,-39.75496292114258
1622310089.8336308,156190,-278.62298583984375
1622310096.7713616,157006,-130.4505615234375
1622310111.3481634,158576,-94.58073425292969
1622310134.447645,161174,-161.6259765625
1622310137.6630735,161547,-144.06031799316406
1622310170.5683334,165265,-113.64646911621094
1622310186.7411568,167044,240.8872833251953
1622310203.369577,168911,-230.22288513183594
1622310208.243395,169440,-222.6162872314453
1622310213.9814339,170044,-188.9615936279297
1622310216.7517548,170341,45.45285415649414
1622310223.286565,171045,-51.599403381347656
1622310238.5624785,172045,-28.784204483032227
1622310244.3158073,172670,-210.70143127441406
1622310245.9996238,172853,-50.09736633300781
1622310247.0216804,172968,-85.86734008789062
1622310258.8626719,174276,-139.41757202148438
1622310292.9038255,177772,-76.75777435302734
1622310363.7172198,185143,26.065065383911133
1622310364.977717,185281,-66.48670959472656
1622310375.1232562,186409,-44.304710388183594
1622310384.6653643,187377,-75.79080963134766
1622310394.0240617,188304,277.1781005859375
1622310396.9105868,188619,303.7142028808594
