Wall time,Step,Value
1622309455.4078321,84528,-31.529598236083984
1622309493.552979,88991,76.7388687133789
1622309494.5861943,89119,-103.80559539794922
1622309496.7582865,89386,-26.769052505493164
1622309507.2198846,90641,19.228469848632812
1622309507.8494256,90719,31.113842010498047
1622309512.4272742,91262,15.310384750366211
1622309518.1418133,91955,4.694907188415527
1622309520.4739568,92243,29.1595516204834
1622309532.5781333,93633,-190.69944763183594
1622309545.4203632,95089,3.8241777420043945
1622309551.1408033,95770,-52.58379364013672
1622309554.503798,96176,-32.29964828491211
1622309566.353678,97431,-2.7331411838531494
1622309582.408639,99224,-21.325590133666992
1622309583.570752,99364,3.72292423248291
1622309590.8951137,100238,5.782716274261475
1622309592.0894868,100381,-72.6158218383789
1622309607.791146,102129,-17.611427307128906
1622309609.2958372,102311,-53.0905876159668
1622309624.5359573,104012,-5.884829044342041
1622309641.2020538,106041,-83.67353820800781
1622309642.6155093,106212,-55.396148681640625
1622309644.5234468,106340,29.911537170410156
1622309645.5354924,106463,-2.517937183380127
1622309646.0840085,106532,-51.911155700683594
1622309648.31501,106812,-103.95272064208984
1622309648.8066628,106874,-89.09361267089844
1622309649.3626945,106944,-69.5655517578125
1622309668.2597806,109231,-2.8927407264709473
1622309669.4978368,109383,-51.838653564453125
1622309674.2996078,109945,-85.09858703613281
1622309675.1647117,110050,33.525779724121094
1622309677.6228464,110345,43.57145309448242
1622309679.748742,110617,-77.35509490966797
1622309683.756128,111131,-65.7889175415039
1622309685.8568327,111394,-0.33881568908691406
1622309689.5296369,111841,-1.884509563446045
1622309692.1190722,112154,-59.896602630615234
1622309704.5771093,113549,39.72727584838867
1622309728.3612483,116097,-2.2201144695281982
1622309742.3804078,117619,-27.67782974243164
1622309759.596637,119581,107.42707061767578
1622309779.6875257,121798,-18.883270263671875
1622309823.406575,126550,24.330007553100586
1622309825.3340454,126780,-34.41614532470703
1622309849.756382,129466,-2.4597785472869873
1622309860.5707479,130639,-91.13665771484375
1622309864.6516542,131118,25.493513107299805
1622309872.5637662,132017,11.754029273986816
1622309881.016171,132945,-15.31763744354248
1622309902.6633751,135379,-54.44712829589844
1622309913.1267111,136588,107.445556640625
1622309933.2410748,138793,50.58742141723633
1622309933.9434996,138878,35.833892822265625
1622309961.1277223,141885,-52.27039337158203
1622309965.6795301,142382,5.143654823303223
1622309977.0784802,143626,66.79147338867188
1622309978.8955896,143838,11.226999282836914
1622309979.9552941,143961,28.3603572845459
1622309989.961836,145081,-2.0655019283294678
1622310001.300006,146340,4.32822322845459
1622310010.937502,147468,20.44455337524414
1622310012.6552207,147665,36.62773513793945
1622310021.842635,148710,-0.3501146137714386
1622310025.5512443,149129,4.0263590812683105
1622310031.1387842,149760,57.57155227661133
1622310046.105649,151327,19.574481964111328
1622310049.6759572,151731,1.8300585746765137
1622310063.8974774,153318,-11.030069351196289
1622310069.2006693,153913,5.422123432159424
1622310083.6270216,155510,15.224638938903809
1622310089.833659,156190,-50.24320983886719
1622310096.7713897,157006,34.549617767333984
1622310111.34819,158576,-18.06789207458496
1622310134.4476752,161174,-35.259735107421875
1622310137.6631007,161547,-0.2003077119588852
1622310170.5683599,165265,32.1348762512207
1622310186.7411852,167044,140.50462341308594
1622310203.3696046,168911,-18.40742301940918
1622310208.2434232,169440,0.11241421103477478
1622310213.9814622,170044,16.180204391479492
1622310216.7517824,170341,60.53276062011719
1622310223.2865922,171045,19.302183151245117
1622310238.5625062,172045,-36.1080436706543
1622310244.3158386,172670,7.778500556945801
1622310245.9996514,172853,18.03874397277832
1622310247.021708,172968,-25.07284927368164
1622310258.8626995,174276,-24.296831130981445
1622310292.9038525,177772,-27.73450469970703
1622310363.7172472,185143,107.70600128173828
1622310364.9777565,185281,1.7491037845611572
1622310375.1232848,186409,15.35884952545166
1622310384.6653945,187377,-12.789599418640137
1622310394.0240886,188304,178.37217712402344
1622310396.9106147,188619,190.69183349609375
1622310399.1526966,188869,2.0271682739257812
1622310407.0356863,189673,112.47235107421875
1622310420.4604619,191032,158.83230590820312
1622310445.721831,193680,15.447504997253418
1622310446.9006925,193811,-25.259851455688477
1622310451.0249403,194267,28.993703842163086
1622310457.7304735,195005,88.69805145263672
1622310472.8271866,196610,-19.793527603149414
1622310473.8068628,196719,-34.814292907714844
1622310485.7434952,198025,-36.85658264160156
1622310488.7831855,198361,-76.73765563964844
1622310489.6478019,198458,-32.358253479003906
1622310493.1650965,198838,-20.04677391052246
1622310494.3119707,198963,-51.93263626098633
1622310499.8602982,199581,-27.661706924438477
1622310502.6195326,199896,-27.471691131591797
1622310504.669263,200129,-22.718713760375977
1622310519.41692,201660,-19.17648696899414
1622310526.169511,202422,10.799116134643555
1622310528.4741645,202675,-24.140113830566406
1622310530.0015457,202840,-2.5588927268981934
1622310538.5164707,203761,131.08078002929688
1622310541.9269757,204149,-41.189884185791016
1622310542.738878,204237,-32.59983444213867
1622310587.686212,208765,53.725341796875
1622310589.7526438,208995,-31.297576904296875
1622310610.8409653,211215,85.66260528564453
1622310618.8328898,212070,4.520124912261963
1622310627.9968603,213025,127.29727172851562
1622310636.3279324,213923,60.66099548339844
1622310638.383663,214148,-22.42000961303711
1622310652.341855,215645,52.76424026489258
1622310672.5155437,217618,-42.769874572753906
1622310696.433543,220095,11.983855247497559
1622310745.5251687,225020,25.45479965209961
1622310756.5788195,226115,27.343538284301758
1622310768.6453156,227277,32.06391906738281
1622310804.5398088,230804,4.770509719848633
1622310823.0062044,232641,-15.778716087341309
1622310827.8895254,233141,33.543212890625
1622310832.176942,233591,-37.410926818847656
1622310847.0502307,235139,-39.37373733520508
1622310870.6607225,237619,4.241990089416504
1622310875.5742936,238144,16.563278198242188
1622310882.5481443,238847,99.47008514404297
1622310905.658551,241179,65.9467544555664
1622310916.4087512,242224,5.2373456954956055
1622310926.8569498,243296,-32.138832092285156
1622310950.0878763,245414,28.947778701782227
1622310961.1703923,246414,-51.87285614013672
1622310964.701601,246771,82.08790588378906
1622310972.855693,247561,-19.691076278686523
1622311002.0817776,250368,26.636201858520508
1622311007.8160837,250943,47.01459503173828
1622311033.377624,253363,42.339027404785156
1622311045.9923146,254623,13.836398124694824
1622311050.5928507,255088,28.20006561279297
1622311078.9248307,257858,142.6954803466797
1622311080.7949479,258046,-2.3236191272735596
1622311119.1534681,261784,12.432228088378906
1622311154.3555336,265232,-6.277526378631592
1622311173.9447935,267110,8.02397346496582
1622311195.565432,269110,-88.56916046142578
1622311221.9970903,271609,-2.567744016647339
1622311223.7700617,271786,9.712882995605469
1622311231.3403049,272509,-143.03353881835938
1622311246.893281,273974,30.04180908203125
1622311286.2100585,277664,-6.102621555328369
1622311330.2482188,281838,38.12364959716797
1622311340.340265,282789,-15.288978576660156
1622311350.9950125,283780,-92.87052917480469
1622311376.1238372,286023,-83.54044342041016
1622311381.0133824,286491,12.8268461227417
1622311389.7868412,287324,98.3304672241211
1622311434.2967389,291420,63.720157623291016
1622311436.3461866,291617,129.6365509033203
1622311445.4954221,292481,131.07247924804688
1622311447.8531046,292706,94.15667724609375
1622311453.730897,293268,157.98338317871094
1622311458.5946414,293730,23.79214096069336
1622311461.7761545,294034,95.7758560180664
1622311489.3178663,296574,-195.78428649902344
1622311516.402103,299103,-212.1345672607422
1622311537.51241,301014,20.906661987304688
1622311539.1532853,301171,53.699668884277344
1622311568.7558506,303921,49.828224182128906
1622311578.9868984,304852,157.615966796875
1622311622.945404,308792,-17.5030517578125
1622311627.2266269,309183,9.60735034942627
1622311629.6232474,309406,132.13949584960938
1622311642.9701068,310647,127.82553100585938
1622311655.506024,311779,-214.88218688964844
1622311682.619399,314144,138.20176696777344
1622311684.516625,314319,81.05989074707031
1622311727.618034,318075,66.40790557861328
1622311745.5386908,319715,180.3551025390625
1622311753.7011366,320457,4.823081016540527
1622311765.7106485,321556,156.3034210205078
1622311769.689753,321917,61.83028030395508
1622311778.0244253,322682,109.02684783935547
1622311843.2822363,328453,149.51754760742188
1622311847.7705853,328852,-4.038236618041992
1622311861.8904827,330099,52.6440315246582
1622311862.8714156,330190,26.44240379333496
1622311863.9807155,330292,-15.449295997619629
1622311870.7055347,330896,142.14047241210938
1622311877.8309064,331538,185.16485595703125
1622311886.1722898,332287,76.25560760498047
1622311888.904573,332524,157.03294372558594
1622311904.31047,333878,39.5059700012207
1622311912.842974,334622,35.955116271972656
1622311922.2552152,335452,14.889200210571289
1622311931.7876165,336264,-24.200725555419922
1622311941.7697861,337145,121.10609436035156
1622311954.7740874,338266,-24.03952407836914
1622311974.3901136,339967,115.42851257324219
1622311981.6810524,340614,102.65189361572266
1622311998.2029362,342062,100.5016860961914
1622312004.6935,342599,72.97836303710938
1622312010.0398943,343068,41.05238342285156
1622312021.9658031,344118,175.3469696044922
1622312064.277524,347705,145.95852661132812
1622312094.4258702,350252,22.74822235107422
1622312104.3115542,351103,81.105224609375
1622312108.119519,351420,121.02760314941406
1622312165.460548,356183,111.07697296142578
1622312229.9434397,361490,108.56130981445312
1622312245.9977193,362791,141.43035888671875
1622312266.305215,364503,130.51283264160156
1622312283.3760707,365946,155.0035858154297
1622312298.9787898,367250,96.35094451904297
1622312326.906899,369603,36.11335754394531
1622312329.562256,369834,4.693912506103516
1622312337.4475424,370516,157.91651916503906
1622312355.1958063,371992,182.9209747314453
1622312364.426892,372774,76.7711410522461
1622312371.8114014,373388,109.25953674316406
1622312428.7417216,378110,67.59522247314453
1622312439.573573,379005,115.8319091796875
1622312474.6296694,381896,133.63858032226562
1622312496.355253,383651,118.92042541503906
1622312504.5461113,384317,57.974464416503906
1622312508.8448908,384668,91.82910919189453
1622312513.4556797,385047,175.48794555664062
1622312515.6208165,385221,129.48399353027344
1622312540.4637306,387266,77.23313903808594
1622312562.2536526,389055,169.029541015625
1622312566.833749,389432,109.1991958618164
1622312570.1986673,389714,42.214534759521484
1622312572.9810815,389945,113.73883056640625
1622312602.0170877,392311,27.75535774230957
1622312605.0270538,392550,125.19758605957031
1622312610.488939,392992,123.49690246582031
1622312637.9265692,395200,158.88226318359375
1622312646.5413475,395886,168.87728881835938
1622312654.71092,396551,102.95977020263672
1622312668.3275707,397640,151.88568115234375
1622312678.0303853,398434,89.18437194824219
1622312697.3271272,400007,109.51009368896484
1622312700.0734034,400228,105.12403869628906
1622312702.1421235,400397,128.02398681640625
1622312714.1566799,401343,111.06211853027344
1622312720.7884717,401878,78.27018737792969
1622312756.5622914,404668,131.88082885742188
1622312770.966505,405812,30.84366226196289
1622312781.3696063,406598,36.96074676513672
1622312784.7121596,406855,108.3028793334961
1622312810.8639898,408908,159.84336853027344
1622312817.2888076,409422,134.63510131835938
1622312824.1969178,409950,145.3096466064453
1622312850.4644184,412016,125.9373779296875
1622312858.325047,412636,27.87273597717285
1622312871.7516217,413636,22.160478591918945
1622312878.0198019,414120,160.21376037597656
1622312888.6494253,414943,108.41984558105469
1622312891.9528205,415202,118.25917053222656
1622312898.8039753,415726,48.884765625
1622312905.3637638,416245,177.35498046875
1622312916.6042535,417112,56.938411712646484
1622312946.7922564,419426,122.41515350341797
1622312957.8302226,420274,124.05450439453125
1622312960.264806,420464,37.50041961669922
1622312999.381868,423409,111.57891845703125
1622313037.7273614,426351,126.20893096923828
1622313066.7265992,428543,24.354572296142578
1622313073.9777572,429101,162.22361755371094
1622313078.4160242,429446,99.21821594238281
1622313103.1240363,431311,91.80653381347656
1622313104.2843168,431396,26.64984130859375
1622313123.9186692,432870,154.90353393554688
1622313161.906042,435701,150.23477172851562
1622313174.5009627,436645,143.28048706054688
1622313187.6382592,437631,110.20332336425781
1622313199.8691213,438541,146.9541473388672
1622313212.686474,439501,136.4427947998047
1622313222.1803956,440205,177.91407775878906
1622313237.4332771,441326,133.2143096923828
1622313250.2425091,442273,119.19364929199219
1622313251.8921545,442400,38.83986282348633
1622313266.0038211,443446,154.5379638671875
1622313295.9246187,445664,106.40021514892578
1622313301.0092218,446036,125.7977523803711
1622313308.4464183,446590,155.72332763671875
1622313316.1357362,447157,64.09370422363281
1622313318.4305415,447331,116.37266540527344
1622313320.6482935,447497,131.39907836914062
1622313366.9701936,450873,-21.051166534423828
1622313381.222001,451916,56.561588287353516
1622313388.1988447,452431,66.23348236083984
1622313394.1689358,452865,18.156923294067383
1622313403.1032372,453527,20.489276885986328
1622313434.0782003,455782,49.51774215698242
1622313436.7776234,455980,167.21566772460938
1622313447.3171217,456759,65.6106185913086
1622313455.7488632,457374,102.96430969238281
1622313492.822046,460041,13.313136100769043
1622313495.5818145,460245,115.1681137084961
1622313544.701512,463750,28.333667755126953
1622313574.9346826,465930,157.880859375
1622313579.8045657,466285,137.24708557128906
1622313618.5442808,469025,127.92230987548828
1622313620.9372647,469200,167.14198303222656
1622313626.201005,469571,2.6118311882019043
1622313636.3884685,470297,5.938433647155762
1622313650.845705,471308,142.47862243652344
1622313666.7117233,472432,159.41627502441406
1622313683.9336674,473633,146.6740264892578
1622313763.1223645,479244,175.44252014160156
1622313779.786804,480411,43.98020553588867
1622313791.4796257,481243,81.90074157714844
1622313799.4746602,481800,3.892314910888672
1622313804.4417481,482147,126.40577697753906
1622313819.2018092,483177,135.51918029785156
1622313824.3353791,483547,172.99148559570312
1622313867.204203,486516,126.62100982666016
1622313880.7270563,487464,166.51022338867188
1622313907.8730736,489363,146.89427185058594
1622313919.9545395,490210,158.65817260742188
1622313923.5886643,490463,184.72288513183594
1622313925.9210575,490631,146.3715362548828
1622313961.296223,493107,139.3590087890625
1622313968.6595783,493614,14.590734481811523
1622313983.2732368,494625,154.40380859375
1622314000.261878,495807,159.62216186523438
1622314011.0972028,496562,154.06202697753906
1622314019.7374814,497161,120.41212463378906
1622314037.4037738,498382,178.65538024902344
1622314040.105405,498566,143.0013427734375
1622314042.4546402,498731,152.81375122070312
1622314049.7438614,499234,120.29060363769531
1622314067.3580186,500428,125.3180923461914
1622314084.047197,501569,121.70858001708984
1622314086.4883368,501739,110.96918487548828
1622314114.9988196,503698,152.6607208251953
1622314117.6053617,503878,154.75892639160156
1622314127.3613057,504546,143.7652587890625
1622314129.546331,504694,142.39720153808594
1622314141.2827332,505497,138.18621826171875
1622314146.1394448,505827,95.90612030029297
1622314161.6300652,506892,116.25788879394531
1622314170.1665182,507476,114.85758209228516
1622314180.0848978,508145,136.02523803710938
1622314182.6226134,508320,129.31265258789062
1622314186.872276,508612,25.004682540893555
1622314189.352747,508780,115.18111419677734
1622314198.4108233,509396,105.82769775390625
1622314232.7271097,511734,168.63790893554688
1622314241.1759188,512303,162.3963623046875
1622314265.183946,513933,90.11056518554688
1622314268.007074,514126,139.76092529296875
1622314275.4674056,514627,124.51673126220703
1622314428.7643867,524732,163.6025390625
1622314459.4289415,526784,150.27890014648438
1622314468.7120874,527394,110.98977661132812
1622314495.7786055,529187,134.7683868408203
1622314511.9384563,530236,145.24334716796875
1622314534.112237,531704,148.2612762451172
1622314538.0741897,531962,186.22918701171875
1622314590.750982,535436,129.8329315185547
1622314598.341371,535942,163.0208740234375
1622314645.2511854,538999,176.35015869140625
1622314676.3337834,541035,101.99453735351562
1622314681.1988068,541351,169.87152099609375
1622314710.093277,543213,120.8287582397461
1622314712.920793,543399,112.55735778808594
1622314719.4600143,543818,114.86125183105469
1622314729.7861927,544488,147.23663330078125
1622314746.7296197,545589,123.42693328857422
1622314755.617342,546156,163.2117462158203
1622314769.32326,547038,149.30093383789062
1622314772.657164,547258,123.83350372314453
1622314790.245729,548378,161.59657287597656
1622314794.887373,548672,184.53260803222656
1622314812.8704422,549839,136.11865234375
1622314837.6898365,551448,135.3475341796875
1622314848.65219,552143,177.00924682617188
1622314880.1433208,554142,175.48345947265625
1622314913.1939712,556243,171.69967651367188
1622314949.8325284,558548,154.65065002441406
1622314971.3881223,559925,167.48583984375
1622315008.5696678,562287,178.3570556640625
1622315031.070215,563716,144.5513916015625
1622315050.6602829,564952,180.0695343017578
1622315058.2854407,565434,124.76653289794922
1622315085.2443945,567114,149.4479522705078
1622315091.5037954,567512,160.146728515625
1622315102.8772895,568224,178.32229614257812
1622315105.8772664,568409,108.49713134765625
1622315122.4494264,569445,100.26417541503906
1622315141.374769,570628,97.14482116699219
1622315181.0112875,573092,100.06673431396484
1622315188.7875373,573574,144.28012084960938
1622315201.5405557,574361,163.55157470703125
1622315245.2489402,577104,94.38323211669922
1622315280.438323,579275,127.52198791503906
1622315324.8627524,582007,161.66270446777344
1622315385.7153099,585784,150.87136840820312
1622315410.9374135,587308,144.30577087402344
1622315417.9805515,587748,177.60720825195312
1622315442.0963264,589219,126.1943359375
1622315460.0092428,590327,120.13990783691406
1622315470.1427758,590931,167.3660888671875
1622315493.5354154,592363,92.96355438232422
1622315521.8049097,594103,114.06816101074219
1622315535.2039735,594920,169.1861572265625
1622315563.6106174,596655,118.2436294555664
1622315566.7727938,596844,132.13681030273438
1622315569.5378714,597017,142.8035125732422
1622315587.6880882,598112,24.887561798095703
1622315621.5399394,600153,173.83164978027344
1622315667.6309392,602943,180.49513244628906
1622315714.8710291,605797,107.81243896484375
1622315745.241961,607642,135.31179809570312
1622315759.1400034,608483,107.02651977539062
1622315764.092863,608783,98.43370819091797
1622315770.3555312,609161,161.01657104492188
1622315772.6143157,609298,122.94385528564453
1622315788.1505532,610229,139.95217895507812
1622315790.8372643,610394,169.29649353027344
1622315883.4551954,615936,168.01119995117188
1622315905.5337813,617234,93.76187133789062
1622315916.2491057,617884,153.48648071289062
1622315919.1903439,618060,141.5068359375
1622315941.6551425,619393,145.57875061035156
1622315945.0059369,619595,158.26742553710938
1622315998.0176883,622715,122.07432556152344
1622316021.8290448,624139,60.91037368774414
1622316026.478174,624412,147.22706604003906
1622316027.8401291,624492,63.05295181274414
1622316040.27267,625231,96.30626678466797
1622316067.0702434,626806,145.23658752441406
1622316098.0622692,628638,163.65414428710938
1622316124.79437,630185,177.33392333984375
1622316135.613653,630826,122.33997344970703
1622316151.2567298,631742,150.7675323486328
1622316157.1963248,632088,173.00099182128906
1622316167.6055715,632702,185.95545959472656
1622316180.3044145,633445,130.8817138671875
1622316183.3972776,633624,138.85316467285156
1622316189.4915574,633980,131.9399871826172
1622316221.4324617,635828,105.44324493408203
1622316251.2531567,637539,139.02798461914062
1622316254.1078267,637701,106.6567611694336
1622316256.7649198,637854,140.8386993408203
1622316264.9129403,638331,157.08767700195312
1622316268.5921729,638546,39.7400016784668
1622316283.6622021,639429,149.78233337402344
1622316287.9044738,639675,53.32156753540039
1622316317.4662004,641364,134.9711456298828
1622316405.904109,646443,160.65240478515625
1622316408.914255,646619,130.27804565429688
1622316415.5992556,647004,153.6379852294922
1622316452.0767207,649088,147.1697235107422
1622316455.1862226,649264,138.76007080078125
1622316473.740602,650325,173.0741424560547
1622316477.0652401,650520,131.08251953125
1622316486.1513293,651038,152.6148223876953
1622316489.2977505,651222,130.26527404785156
1622316498.8466744,651775,170.07879638671875
1622316518.1064603,652874,152.06173706054688
1622316526.4353871,653354,152.37782287597656
1622316545.4786615,654439,141.75392150878906
1622316591.6199589,657069,170.65077209472656
1622316594.4903698,657232,143.6633758544922
1622316621.0444605,658742,164.53973388671875
1622316624.2741196,658927,145.30760192871094
1622316646.33887,660177,135.66094970703125
1622316649.5130627,660358,177.56185913085938
1622316659.8452594,660944,156.8717498779297
1622316662.6639721,661104,109.26422119140625
1622316665.4294646,661262,132.14341735839844
1622316681.2270937,662157,129.1585693359375
1622316764.9101555,666846,156.7473907470703
1622316799.807771,668800,133.7756805419922
1622316802.5760531,668956,130.63404846191406
1622316811.7525113,669473,163.4683380126953
1622316838.7074666,670994,149.0279541015625
1622316854.8533049,671901,153.57469177246094
1622316862.0251334,672300,135.8777618408203
1622316872.1545415,672870,162.35861206054688
1622316906.5789533,674776,147.51638793945312
1622316938.5236702,676583,132.1257781982422
1622316952.7081072,677381,120.32869720458984
1622316959.5482824,677757,150.34751892089844
1622316971.7410653,678438,142.75051879882812
1622316975.2028008,678632,109.9037857055664
1622316986.7805333,679281,150.22579956054688
1622316990.1610518,679467,150.20579528808594
1622316998.0722182,679900,176.29978942871094
1622317015.082694,680849,184.92578125
1622317031.5160923,681759,156.5271759033203
1622317035.2729461,681968,164.83126831054688
1622317047.990339,682668,140.6270751953125
1622317062.9744775,683499,148.5071563720703
1622317066.5346558,683696,186.73089599609375
1622317080.2336574,684447,140.9499053955078
1622317095.2861667,685272,178.6049346923828
1622317097.600559,685399,119.06278228759766
1622317122.7402992,686778,168.39736938476562
1622317126.3203566,686973,136.33750915527344
1622317128.9248312,687116,98.52304077148438
1622317168.0950096,689210,161.3953857421875
1622317171.664532,689406,137.73648071289062
1622317187.082313,690256,143.15103149414062
1622317214.169324,691716,172.09432983398438
1622317223.7450538,692244,110.15635681152344
1622317230.3417637,692602,156.1724395751953
1622317236.928666,692965,163.22799682617188
1622317247.4512458,693540,116.85130310058594
1622317270.9645479,694822,123.78067779541016
1622317315.5251527,697253,164.27081298828125
1622317323.330896,697678,172.5226593017578
1622317369.2401884,700172,146.40069580078125
1622317372.683574,700359,147.25872802734375
1622317412.6312604,702525,150.14053344726562
1622317453.9340048,704761,133.9378662109375
1622317462.6296117,705224,147.59829711914062
1622317476.360901,705965,180.32354736328125
1622317486.9779377,706546,154.89462280273438
1622317497.7538867,707127,145.09286499023438
1622317525.9929314,708655,114.50507354736328
1622317545.3798807,709655,168.76089477539062
1622317567.1149926,710831,149.40586853027344
1622317573.759502,711179,128.3660888671875
1622317582.2388914,711639,162.9856719970703
1622317585.334206,711802,155.69528198242188
1622317602.7587183,712724,142.6177215576172
1622317683.4038863,717029,99.46891021728516
1622317705.8646336,718169,37.7182502746582
1622317711.2982192,718459,179.68284606933594
1622317716.7950127,718756,120.62893676757812
1622317743.4853342,720186,154.68719482421875
1622317756.372345,720869,8.212960243225098
1622317762.1768577,721180,122.2807846069336
1622317767.9653986,721490,124.0370864868164
1622317804.1399713,723431,148.38003540039062
1622317827.9834697,724689,49.53907012939453
1622317836.3582668,725139,107.86711883544922
1622317838.952823,725278,133.58554077148438
1622317848.4224555,725778,132.98870849609375
1622317854.254491,726074,22.291790008544922
1622317857.8084097,726261,151.64443969726562
1622317866.1653883,726708,85.85496520996094
1622317885.4400132,727733,118.90728759765625
1622317899.1897206,728461,99.41252136230469
1622317905.6133723,728799,167.090087890625
1622317957.2826169,731527,123.6679916381836
1622317965.5262542,731964,103.85148620605469
1622317974.4023242,732432,14.05793571472168
1622317983.3762488,732906,169.0867919921875
1622317995.4759407,733529,106.63346099853516
1622318003.1481261,733930,135.04734802246094
1622318009.3441556,734252,153.11407470703125
1622318033.1596646,735511,170.40487670898438
1622318050.74808,736433,181.45594787597656
1622318053.7786872,736591,104.18814849853516
1622318071.1941829,737494,143.32179260253906
1622318077.569642,737831,108.87577819824219
1622318105.0142925,739266,161.53314208984375
1622318117.8664622,739931,158.99325561523438
1622318125.5123458,740327,136.89724731445312
1622318129.0416613,740511,169.84695434570312
1622318143.6561828,741192,155.35374450683594
1622318151.3237088,741590,131.58981323242188
1622318175.421675,742844,128.39825439453125
1622318209.502677,744617,59.96986770629883
1622318228.2196603,745590,124.05455017089844
1622318260.4600725,747252,106.31381225585938
1622318292.0091867,748864,155.70779418945312
1622318344.4655223,751563,132.1729736328125
1622318347.397148,751713,95.15650177001953
1622318350.5030036,751875,148.16461181640625
1622318392.6383147,754038,151.8893280029297
1622318414.9520652,755188,133.9929656982422
1622318426.904634,755811,142.02822875976562
1622318442.4151154,756614,149.94166564941406
1622318479.6161876,758526,130.40444946289062
1622318483.485427,758725,147.76136779785156
1622318505.8113446,759864,146.02706909179688
1622318526.7635896,760937,114.2296142578125
1622318536.3247144,761423,148.30235290527344
1622318555.7390225,762414,149.07040405273438
1622318559.0089908,762580,135.2686309814453
1622318562.857376,762775,171.49459838867188
