Wall time,Step,Value
1621437290.8729784,1,10.899999618530273
1621437290.898915,2,10.954999923706055
1621437290.905632,3,11.057250022888184
1621437290.913495,4,11.304387092590332
1621437290.9252913,5,11.789168357849121
1621437290.9430954,6,12.79970932006836
1621437290.9518209,7,13.059723854064941
1621437290.9573748,8,12.956738471984863
1621437290.9821591,9,15.208901405334473
1621437290.9921203,10,15.498456001281738
1621437291.0101156,11,16.77353286743164
1621437291.0208182,12,17.084856033325195
1621437291.028838,13,17.08061408996582
1621437291.0618546,14,20.126583099365234
1621437291.0725274,15,20.220252990722656
1621437291.093231,16,21.609241485595703
1621437291.105981,17,21.92877960205078
1621437291.1231723,18,22.78234100341797
1621437291.1408696,19,23.64322280883789
1621437291.152694,20,23.761062622070312
1621437291.1607916,21,23.423009872436523
1621437291.168164,22,23.05185890197754
1621437291.1775146,23,22.94926643371582
1621437291.1994905,24,24.40180206298828
1621437291.211495,25,24.481712341308594
1621437291.2228305,26,24.507627487182617
1621437291.2475677,27,26.1822452545166
1621437291.262151,28,26.473133087158203
1621437291.3104668,29,30.799476623535156
1621437291.3210714,30,30.30950164794922
1621437291.3350961,31,30.394027709960938
1621437291.348579,32,30.424325942993164
1621437291.3644652,33,30.753108978271484
1621437291.4021146,34,33.615455627441406
1621437291.4191866,35,33.73468017578125
1621437291.4474041,36,35.29794692993164
1621437291.4670575,37,35.73305130004883
1621437291.4880824,38,36.346397399902344
1621437291.511821,39,37.27907943725586
1621437291.5234232,40,36.665122985839844
1621437291.5394642,41,36.68186950683594
1621437291.5505126,42,36.097774505615234
1621437291.5663984,43,36.142887115478516
1621437291.5896664,44,37.08574295043945
1621437291.609409,45,37.531455993652344
1621437291.618426,46,36.604881286621094
1621437291.6334739,47,36.52463912963867
1621437291.6525743,48,36.94840621948242
1621437291.6836789,49,38.80098342895508
1621437291.70355,50,39.11093521118164
1621437291.7324636,51,40.555389404296875
1621437291.7523565,52,40.777618408203125
1621437291.7615144,53,39.68873977661133
1621437291.7880256,54,40.85430145263672
1621437291.7979162,55,39.86158752441406
1621437291.8073027,56,38.91850662231445
1621437291.8187354,57,38.2725830078125
1621437291.8382058,58,38.65895462036133
1621437291.8537214,59,38.526004791259766
1621437291.8675478,60,38.199703216552734
1621437291.8980567,61,39.939720153808594
1621437291.9280405,62,41.492733001708984
1621437291.950823,63,41.86809539794922
1621437291.9715705,64,42.02469253540039
1621437292.0022933,65,43.47345733642578
1621437292.0129528,66,42.399784088134766
1621437292.0669782,67,46.5297966003418
1621437292.0861435,68,46.15330505371094
1621437292.1013875,69,45.49563980102539
1621437292.1204247,70,45.37085723876953
1621437292.1403155,71,45.35231399536133
1621437292.1770954,72,47.33470153808594
1621437292.2008853,73,47.51796340942383
1621437292.2236998,74,47.642066955566406
1621437292.2462912,75,47.80996322631836
1621437292.272161,76,48.36946487426758
1621437292.3111582,77,50.450992584228516
1621437292.337095,78,50.82844161987305
1621437292.3838587,79,53.637020111083984
1621437292.409342,80,53.75516891479492
1621437292.4400918,81,54.56740951538086
1621437292.4729052,82,55.48904037475586
1621437292.506451,83,56.414588928222656
1621437292.521535,84,55.14385986328125
1621437292.5447342,85,54.98666763305664
1621437292.559079,86,53.787330627441406
1621437292.5763583,87,53.04796600341797
1621437292.5994115,88,52.995567321777344
1621437292.6415544,89,55.145790100097656
1621437292.6687713,90,55.38850021362305
1621437292.6947932,91,55.519073486328125
1621437292.7545922,92,59.293121337890625
1621437292.789086,93,60.028465270996094
1621437292.8364332,94,62.37704086303711
1621437292.8578265,95,61.558189392089844
1621437292.913536,96,64.93028259277344
1621437292.9690654,97,67.93376922607422
1621437293.0024157,98,68.03707885742188
1621437293.0227346,99,66.78522491455078
1621437293.0873215,100,70.84596252441406
1621437293.1411538,101,73.45366668701172
1621437293.1605744,102,71.8809814453125
1621437293.2011473,103,73.13693237304688
1621437293.2297246,104,72.83008575439453
1621437293.3128946,105,79.18858337402344
1621437293.384914,106,83.57915496826172
1621437293.461526,107,88.3501968383789
1621437293.5246472,108,90.88268280029297
1621437293.5618906,109,90.58855438232422
1621437293.6378646,110,95.10912322998047
1621437293.6561372,111,92.20366668701172
1621437293.7363057,112,97.2934799194336
1621437293.7798316,113,97.4288101196289
1621437293.8388045,114,99.50736999511719
1621437293.8585014,115,96.68199920654297
1621437293.9006793,116,96.89790344238281
1621437293.9833362,117,102.00300598144531
1621437294.0408988,118,103.5528564453125
1621437294.0740578,119,102.12521362304688
1621437294.1339998,120,104.16895294189453
1621437294.1644914,121,102.41050720214844
1621437294.2152815,122,103.33998107910156
1621437294.2987807,123,108.17298126220703
1621437294.3359258,124,106.9143295288086
1621437294.4195278,125,111.56861114501953
1621437294.5004525,126,115.39018249511719
1621437294.586712,127,119.62067413330078
1621437294.6755497,128,123.63964080810547
1621437294.745235,129,125.20765686035156
1621437294.8154235,130,127.09727478027344
1621437294.8750694,131,127.64241027832031
1621437294.95974,132,131.11029052734375
1621437295.038078,133,133.65476989746094
1621437295.1239116,134,136.97203063964844
1621437295.2099593,135,140.12344360351562
1621437295.2600646,136,138.8172607421875
1621437295.3235302,137,139.07640075683594
1621437295.4084277,138,142.12257385253906
1621437295.4947882,139,145.01644897460938
1621437295.5817332,140,147.765625
1621437295.6587634,141,148.92735290527344
1621437295.725284,142,149.1309814453125
1621437295.7926507,143,149.47442626953125
1621437295.8685846,144,150.8507080078125
1621437295.9515076,145,152.9581756591797
1621437296.0284429,146,154.16026306152344
1621437296.1146507,147,156.45225524902344
1621437296.2011573,148,158.629638671875
1621437296.2575536,149,157.09815979003906
1621437296.3426397,150,159.24325561523438
1621437296.4240074,151,160.58108520507812
1621437296.5007088,152,160.9520263671875
1621437296.5886593,153,162.80442810058594
1621437296.663911,154,163.314208984375
1621437296.7405229,155,163.99850463867188
1621437296.7945704,156,161.89857482910156
1621437296.8791177,157,163.80364990234375
1621437296.9615202,158,165.21347045898438
1621437297.0479693,159,166.95278930664062
1621437297.1220603,160,167.1051483154297
1621437297.182976,161,165.74989318847656
1621437297.26827,162,167.46240234375
1621437297.354472,163,169.0892791748047
1621437297.4410655,164,170.6348114013672
1621437297.527491,165,172.1030731201172
1621437297.614076,166,173.4979248046875
1621437297.6993663,167,174.6730194091797
1621437297.7685895,168,173.88937377929688
1621437297.8539267,169,175.1949005126953
1621437297.9401758,170,176.43516540527344
1621437298.0266986,171,177.6134033203125
1621437298.1132088,172,178.73272705078125
1621437298.200015,173,179.7960968017578
1621437298.2865877,174,180.80628967285156
1621437298.373332,175,181.76597595214844
1621437298.4494207,176,181.42767333984375
1621437298.5009637,177,178.25628662109375
1621437298.5823514,178,178.9434814453125
1621437298.658575,179,178.84629821777344
1621437298.7454772,180,179.90399169921875
1621437298.8421638,181,180.90878295898438
1621437298.9455986,182,181.7633514404297
1621437299.0470827,183,182.67518615722656
1621437299.159725,184,183.5414276123047
1621437299.2554903,185,184.36434936523438
1621437299.3476036,186,185.14613342285156
1621437299.4320288,187,184.48883056640625
1621437299.490649,188,181.6143798828125
1621437299.5444148,189,178.53366088867188
1621437299.6329072,190,179.6069793701172
1621437299.687015,191,176.4766387939453
1621437299.7630103,192,176.2528076171875
1621437299.817489,193,173.4901580810547
1621437299.8394558,194,167.11566162109375
1621437299.8876538,195,164.30987548828125
1621437299.9611948,196,164.39437866210938
1621437300.051408,197,165.87466430664062
1621437300.1384885,198,167.5809326171875
1621437300.225834,199,169.20187377929688
1621437300.3131456,200,170.74179077148438
1621437300.4009526,201,172.20469665527344
1621437300.4507596,202,169.1444549560547
