Wall time,Step,Value
1621317714.1683397,1,11.100000381469727
1621317714.1749392,2,11.295000076293945
1621317714.1826575,3,11.730250358581543
1621317714.1906343,4,12.193737030029297
1621317714.1952782,5,12.134050369262695
1621317714.2065616,6,13.077347755432129
1621317714.2115996,7,13.023480415344238
1621317714.2193096,8,13.422307014465332
1621317714.234472,9,14.201190948486328
1621317714.2403848,10,14.241131782531738
1621317714.253828,11,15.279075622558594
1621317714.2668746,12,16.015121459960938
1621317714.2750778,13,16.264366149902344
1621317714.2909548,14,17.5511474609375
1621317714.2970254,15,17.37359046936035
1621317714.3094876,16,18.25490951538086
1621317714.314872,17,17.992164611816406
1621317714.321293,18,17.942556381225586
1621317714.3319836,19,18.49542808532715
1621317714.3360753,20,18.02065658569336
1621317714.346851,21,18.619625091552734
1621317714.3566573,22,18.888643264770508
1621317714.3627503,23,18.694210052490234
1621317714.3785398,24,20.00950050354004
1621317714.383937,25,19.559024810791016
1621317714.3904212,26,19.381074905395508
1621317714.4012353,27,19.912019729614258
1621317714.410072,28,20.116418838500977
1621317714.4304087,29,21.910598754882812
1621317714.441673,30,22.3150691986084
1621317714.4479473,31,21.99931526184082
1621317714.4579287,32,22.24934959411621
1621317714.4812982,33,24.43688201904297
1621317714.4912338,34,24.465038299560547
1621317714.497647,35,24.041786193847656
1621317714.5026157,36,23.489696502685547
1621317714.519363,37,24.665212631225586
1621317714.5439858,38,26.781951904296875
1621317714.5674744,39,28.692853927612305
1621317714.5801356,40,28.90821075439453
1621317714.5916433,41,29.012800216674805
1621317714.6117697,42,30.31216049194336
1621317714.6217182,43,30.0965518951416
1621317714.6457236,44,31.69172477722168
1621317714.6534066,45,31.057138442993164
1621317714.6665287,46,31.30428123474121
1621317714.6809106,47,31.689067840576172
1621317714.6881,48,31.054615020751953
1621317714.7130377,49,33.051883697509766
1621317714.7197573,50,32.249290466308594
1621317714.727474,51,31.636825561523438
1621317714.7526472,52,33.604984283447266
1621317714.759416,53,32.67473602294922
1621317714.778819,54,33.59099578857422
1621317714.7984087,55,34.66144943237305
1621317714.8052948,56,33.77837371826172
1621317714.823699,57,34.689456939697266
1621317714.8391435,58,35.05498504638672
1621317714.849996,59,34.752235412597656
1621317714.8591688,60,34.214622497558594
1621317714.8701978,61,34.00389099121094
1621317714.8894067,62,35.00369644165039
1621317714.8977098,63,34.40351104736328
1621317714.9068234,64,33.98333740234375
1621317714.917201,65,33.734169006347656
1621317714.9275506,66,33.44746017456055
1621317714.940033,67,33.525089263916016
1621317714.9504154,68,33.24883270263672
1621317714.9565234,69,32.386390686035156
1621317714.9704196,70,32.717071533203125
1621317714.98014,71,32.38121795654297
1621317714.9998384,72,33.562156677246094
1621317715.0122254,73,33.334049224853516
1621317715.0178275,74,32.367347717285156
1621317715.0262141,75,31.9489803314209
1621317715.0458832,76,32.05153274536133
1621317715.0626981,77,32.898956298828125
1621317715.0846477,78,34.40400695800781
